[12:09:47] [main/INFO] [FML/]: Forge Mod Loader version 7.2.217.1147 for Minecraft 1.7.2 loading
[12:09:47] [main/INFO] [FML/]: Java is Java HotSpot(TM) 64-Bit Server VM, version 1.7.0_21, running on Windows 8:amd64:6.2, installed at C:\Program Files\Java\jdk1.7.0_21\jre
[12:09:47] [main/DEBUG] [FML/]: Java classpath at launch is C:\Program Files\Java\jdk1.7.0_21\jre\lib\charsets.jar;C:\Program Files\Java\jdk1.7.0_21\jre\lib\deploy.jar;C:\Program Files\Java\jdk1.7.0_21\jre\lib\javaws.jar;C:\Program Files\Java\jdk1.7.0_21\jre\lib\jce.jar;C:\Program Files\Java\jdk1.7.0_21\jre\lib\jfr.jar;C:\Program Files\Java\jdk1.7.0_21\jre\lib\jfxrt.jar;C:\Program Files\Java\jdk1.7.0_21\jre\lib\jsse.jar;C:\Program Files\Java\jdk1.7.0_21\jre\lib\management-agent.jar;C:\Program Files\Java\jdk1.7.0_21\jre\lib\plugin.jar;C:\Program Files\Java\jdk1.7.0_21\jre\lib\resources.jar;C:\Program Files\Java\jdk1.7.0_21\jre\lib\rt.jar;C:\Program Files\Java\jdk1.7.0_21\jre\lib\ext\access-bridge-64.jar;C:\Program Files\Java\jdk1.7.0_21\jre\lib\ext\dnsns.jar;C:\Program Files\Java\jdk1.7.0_21\jre\lib\ext\jaccess.jar;C:\Program Files\Java\jdk1.7.0_21\jre\lib\ext\localedata.jar;C:\Program Files\Java\jdk1.7.0_21\jre\lib\ext\sunec.jar;C:\Program Files\Java\jdk1.7.0_21\jre\lib\ext\sunjce_provider.jar;C:\Program Files\Java\jdk1.7.0_21\jre\lib\ext\sunmscapi.jar;C:\Program Files\Java\jdk1.7.0_21\jre\lib\ext\zipfs.jar;Z:\JavaDev\forge-1.7.2-10.12.2.1147-src\out\production\forge-1.7.2-10.12.2.1147-src;C:\Users\eamon_000\.gradle\caches\minecraft\net\minecraftforge\forge\1.7.2-10.12.2.1147\start;C:\Users\eamon_000\.gradle\caches\minecraft\net\minecraftforge\forge\1.7.2-10.12.2.1147\forgeSrc-1.7.2-10.12.2.1147.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\net.minecraft\launchwrapper\1.9\116f2aad5b0c68353ebed66cd463517db6522f7e\launchwrapper-1.9.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\org.ow2.asm\asm-debug-all\4.1\dd6ba5c392d4102458494e29f54f70ac534ec2a2\asm-debug-all-4.1.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\org.scala-lang\scala-library\2.10.2\6ba65d12cd09d441083262d6f73d2257fec7c663\scala-library-2.10.2.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\org.scala-lang\scala-compiler\2.10.2\64c8b1380cc53d6850823d6e4e7ae984aa44ef9c\scala-compiler-2.10.2.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\net.sf.jopt-simple\jopt-simple\4.5\6065cc95c661255349c1d0756657be17c29a4fd3\jopt-simple-4.5.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\java3d\vecmath\1.3.1\a0ae4f51da409fa0c20fa0ca59e6bbc9413ae71d\vecmath-1.3.1.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\net.sf.trove4j\trove4j\3.0.3\42ccaf4761f0dfdfa805c9e340d99a755907e2dd\trove4j-3.0.3.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\com.ibm.icu\icu4j-core-mojang\51.2\63d216a9311cca6be337c1e458e587f99d382b84\icu4j-core-mojang-51.2.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\lzma\lzma\0.0.1\521616dc7487b42bef0e803bd2fa3faf668101d7\lzma-0.0.1.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\com.paulscode\codecjorbis\20101023\c73b5636faf089d9f00e8732a829577de25237ee\codecjorbis-20101023.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\com.paulscode\codecwav\20101023\12f031cfe88fef5c1dd36c563c0a3a69bd7261da\codecwav-20101023.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\com.paulscode\libraryjavasound\20101123\5c5e304366f75f9eaa2e8cca546a1fb6109348b3\libraryjavasound-20101123.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\com.paulscode\librarylwjglopenal\20100824\73e80d0794c39665aec3f62eee88ca91676674ef\librarylwjglopenal-20100824.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\com.paulscode\soundsystem\20120107\419c05fe9be71f792b2d76cfc9b67f1ed0fec7f6\soundsystem-20120107.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\io.netty\netty-all\4.0.10.Final\9e50bd52ffe257a0e2cd8d971688d6ce7d174325\netty-all-4.0.10.Final.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\com.google.guava\guava\15.0\ed727a8d9f247e2050281cb083f1c77b09dcb5cd\guava-15.0.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\org.apache.commons\commons-lang3\3.1\905075e6c80f206bbe6cf1e809d2caa69f420c76\commons-lang3-3.1.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\commons-io\commons-io\2.4\b1b6ea3b7e4aa4f492509a4952029cd8e48019ad\commons-io-2.4.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\net.java.jinput\jinput\2.0.5\39c7796b469a600f72380316f6b1f11db6c2c7c4\jinput-2.0.5.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\net.java.jutils\jutils\1.0.0\e12fe1fda814bd348c1579329c86943d2cd3c6a6\jutils-1.0.0.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\com.google.code.gson\gson\2.2.4\a60a5e993c98c864010053cb901b7eab25306568\gson-2.2.4.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\com.mojang\authlib\1.3\4fb033c2d6eccced08752d8f33e8c3a0a45deb2d\authlib-1.3.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\org.apache.logging.log4j\log4j-api\2.0-beta9\1dd66e68cccd907880229f9e2de1314bd13ff785\log4j-api-2.0-beta9.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\org.apache.logging.log4j\log4j-core\2.0-beta9\678861ba1b2e1fccb594bb0ca03114bb05da9695\log4j-core-2.0-beta9.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\org.lwjgl.lwjgl\lwjgl\2.9.0\5654d06e61a1bba7ae1e7f5233e1106be64c91cd\lwjgl-2.9.0.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\org.lwjgl.lwjgl\lwjgl_util\2.9.0\a778846b64008fc7f48ead2377f034e547991699\lwjgl_util-2.9.0.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\org.lwjgl.lwjgl\lwjgl-platform\2.9.0\2ba5dcb11048147f1a74eff2deb192c001321f77\lwjgl-platform-2.9.0-natives-linux.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\org.lwjgl.lwjgl\lwjgl-platform\2.9.0\6621b382cb14cc409b041d8d72829156a87c31aa\lwjgl-platform-2.9.0-natives-osx.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\org.lwjgl.lwjgl\lwjgl-platform\2.9.0\3f11873dc8e84c854ec7c5a8fd2e869f8aaef764\lwjgl-platform-2.9.0-natives-windows.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\net.java.jinput\jinput-platform\2.0.5\7ff832a6eb9ab6a767f1ade2b548092d0fa64795\jinput-platform-2.0.5-natives-linux.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\net.java.jinput\jinput-platform\2.0.5\53f9c919f34d2ca9de8c51fc4e1e8282029a9232\jinput-platform-2.0.5-natives-osx.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\net.java.jinput\jinput-platform\2.0.5\385ee093e01f587f30ee1c8a2ee7d408fd732e16\jinput-platform-2.0.5-natives-windows.jar;C:\Users\eamon_000\.gradle\caches\modules-2\files-2.1\org.scala-lang\scala-reflect\2.10.2\444ff8e89a81697997ed8a98a4642ba283130249\scala-reflect-2.10.2.jar;C:\Program Files (x86)\JetBrains\IntelliJ IDEA Community Edition 13.1.3\lib\idea_rt.jar
[12:09:47] [main/DEBUG] [FML/]: Java library path at launch is Z:/JavaDev/forge-1.7.2-10.12.2.1147-src\build\natives
[12:09:47] [main/INFO] [FML/]: Managed to load a deobfuscated Minecraft name- we are in a deobfuscated environment. Skipping runtime deobfuscation
[12:09:47] [main/DEBUG] [FML/]: Instantiating coremod class FMLCorePlugin
[12:09:47] [main/DEBUG] [FML/]: Added access transformer class cpw.mods.fml.common.asm.transformers.AccessTransformer to enqueued access transformers
[12:09:47] [main/DEBUG] [FML/]: Enqueued coremod FMLCorePlugin
[12:09:47] [main/DEBUG] [FML/]: Instantiating coremod class FMLForgePlugin
[12:09:47] [main/DEBUG] [FML/]: Added access transformer class net.minecraftforge.transformers.ForgeAccessTransformer to enqueued access transformers
[12:09:47] [main/DEBUG] [FML/]: Enqueued coremod FMLForgePlugin
[12:09:47] [main/DEBUG] [FML/]: All fundamental core mods are successfully located
[12:09:47] [main/DEBUG] [FML/]: Discovering coremods
[12:09:47] [main/INFO] [LaunchWrapper/]: Loading tweak class name cpw.mods.fml.common.launcher.FMLInjectionAndSortingTweaker
[12:09:47] [main/INFO] [LaunchWrapper/]: Loading tweak class name cpw.mods.fml.common.launcher.FMLDeobfTweaker
[12:09:47] [main/INFO] [LaunchWrapper/]: Calling tweak class cpw.mods.fml.common.launcher.FMLInjectionAndSortingTweaker
[12:09:47] [main/INFO] [LaunchWrapper/]: Calling tweak class cpw.mods.fml.common.launcher.FMLInjectionAndSortingTweaker
[12:09:47] [main/INFO] [LaunchWrapper/]: Calling tweak class cpw.mods.fml.relauncher.CoreModManager$FMLPluginWrapper
[12:09:47] [main/DEBUG] [FML/]: Injecting coremod FMLCorePlugin {cpw.mods.fml.relauncher.FMLCorePlugin} class transformers
[12:09:47] [main/TRACE] [FML/]: Registering transformer cpw.mods.fml.common.asm.transformers.MarkerTransformer
[12:09:47] [main/TRACE] [FML/]: Registering transformer cpw.mods.fml.common.asm.transformers.SideTransformer
[12:09:48] [main/TRACE] [FML/]: Registering transformer cpw.mods.fml.common.asm.transformers.EventSubscriptionTransformer
[12:09:48] [main/DEBUG] [FML/]: Injection complete
[12:09:48] [main/DEBUG] [FML/]: Running coremod plugin for FMLCorePlugin {cpw.mods.fml.relauncher.FMLCorePlugin}
[12:09:48] [main/DEBUG] [FML/]: Running coremod plugin FMLCorePlugin
[12:09:48] [main/ERROR] [FML/]: The binary patch set is missing. Either you are in a development environment, or things are not going to work!
[12:09:52] [main/ERROR] [FML/]: The minecraft jar file:/C:/Users/eamon_000/.gradle/caches/minecraft/net/minecraftforge/forge/1.7.2-10.12.2.1147/forgeSrc-1.7.2-10.12.2.1147.jar!/net/minecraft/client/ClientBrandRetriever.class appears to be corrupt! There has been CRITICAL TAMPERING WITH MINECRAFT, it is highly unlikely minecraft will work! STOP NOW, get a clean copy and try again!
[12:09:52] [main/ERROR] [FML/]: FML has been ordered to ignore the invalid or missing minecraft certificate. This is very likely to cause a problem!
[12:09:52] [main/ERROR] [FML/]: Technical information: ClientBrandRetriever was at jar:file:/C:/Users/eamon_000/.gradle/caches/minecraft/net/minecraftforge/forge/1.7.2-10.12.2.1147/forgeSrc-1.7.2-10.12.2.1147.jar!/net/minecraft/client/ClientBrandRetriever.class, there were 0 certificates for it
[12:09:52] [main/ERROR] [FML/]: FML appears to be missing any signature data. This is not a good thing
[12:09:52] [main/DEBUG] [FML/]: Coremod plugin class FMLCorePlugin run successfully
[12:09:52] [main/INFO] [LaunchWrapper/]: Calling tweak class cpw.mods.fml.relauncher.CoreModManager$FMLPluginWrapper
[12:09:52] [main/DEBUG] [FML/]: Injecting coremod FMLForgePlugin {net.minecraftforge.classloading.FMLForgePlugin} class transformers
[12:09:52] [main/DEBUG] [FML/]: Injection complete
[12:09:52] [main/DEBUG] [FML/]: Running coremod plugin for FMLForgePlugin {net.minecraftforge.classloading.FMLForgePlugin}
[12:09:52] [main/DEBUG] [FML/]: Running coremod plugin FMLForgePlugin
[12:09:52] [main/DEBUG] [FML/]: Coremod plugin class FMLForgePlugin run successfully
[12:09:52] [main/INFO] [LaunchWrapper/]: Calling tweak class cpw.mods.fml.common.launcher.FMLDeobfTweaker
[12:09:52] [main/DEBUG] [FML/]: Loaded 46 rules from AccessTransformer config file fml_at.cfg
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:oak_stairs 53 net.minecraft.item.ItemBlock@13299648 (req. id 53)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockGrass@6007ecbf for ItemBlock net.minecraft.item.ItemBlock@f495acc at id 2, original id requested: 2
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:grass 2 net.minecraft.item.ItemBlock@f495acc (req. id 2)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockFenceGate@4095268b for ItemBlock net.minecraft.item.ItemBlock@18e80eeb at id 107, original id requested: 107
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:fence_gate 107 net.minecraft.item.ItemBlock@18e80eeb (req. id 107)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockMycelium@96df6f5 for ItemBlock net.minecraft.item.ItemBlock@2b2b7313 at id 110, original id requested: 110
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:mycelium 110 net.minecraft.item.ItemBlock@2b2b7313 (req. id 110)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockObsidian@7a479044 for ItemBlock net.minecraft.item.ItemBlock@318ffa89 at id 49, original id requested: 49
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:obsidian 49 net.minecraft.item.ItemBlock@318ffa89 (req. id 49)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.Block@7a2a4a2e for ItemBlock net.minecraft.item.ItemBlock@638951ca at id 4, original id requested: 4
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:cobblestone 4 net.minecraft.item.ItemBlock@638951ca (req. id 4)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockStairs@4aa637be for ItemBlock net.minecraft.item.ItemBlock@4c58d7d3 at id 156, original id requested: 156
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:quartz_stairs 156 net.minecraft.item.ItemBlock@4c58d7d3 (req. id 156)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockEnderChest@5e8b3e2b for ItemBlock net.minecraft.item.ItemBlock@5cc184cd at id 130, original id requested: 130
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:ender_chest 130 net.minecraft.item.ItemBlock@5cc184cd (req. id 130)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockClay@3321af33 for ItemBlock net.minecraft.item.ItemBlock@24f5de4e at id 82, original id requested: 82
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:clay 82 net.minecraft.item.ItemBlock@24f5de4e (req. id 82)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.Block@7d76591 for ItemBlock net.minecraft.item.ItemBlock@9d5e5d7 at id 48, original id requested: 48
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:mossy_cobblestone 48 net.minecraft.item.ItemBlock@9d5e5d7 (req. id 48)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockDirt@5a83aa6e for ItemBlock net.minecraft.item.ItemMultiTexture@39e48b4c at id 3, original id requested: 3
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:dirt 3 net.minecraft.item.ItemMultiTexture@39e48b4c (req. id 3)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockPumpkin@d2634b8 for ItemBlock net.minecraft.item.ItemBlock@4b754845 at id 91, original id requested: 91
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:lit_pumpkin 91 net.minecraft.item.ItemBlock@4b754845 (req. id 91)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockAnvil@5aaf85a3 for ItemBlock net.minecraft.item.ItemAnvilBlock@43f10665 at id 145, original id requested: 145
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:anvil 145 net.minecraft.item.ItemAnvilBlock@43f10665 (req. id 145)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockStaticLiquid@24954b7b for ItemBlock net.minecraft.item.ItemBlock@4daf3bc at id 11, original id requested: 11
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:lava 11 net.minecraft.item.ItemBlock@4daf3bc (req. id 11)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockFurnace@1f865b82 for ItemBlock net.minecraft.item.ItemBlock@42b7be21 at id 62, original id requested: 62
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:lit_furnace 62 net.minecraft.item.ItemBlock@42b7be21 (req. id 62)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockOre@30a945f8 for ItemBlock net.minecraft.item.ItemBlock@2d238abf at id 15, original id requested: 15
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:iron_ore 15 net.minecraft.item.ItemBlock@2d238abf (req. id 15)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockCompressed@c61a8f8 for ItemBlock net.minecraft.item.ItemBlock@786a18bf at id 57, original id requested: 57
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:diamond_block 57 net.minecraft.item.ItemBlock@786a18bf (req. id 57)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockWeb@4a8716d3 for ItemBlock net.minecraft.item.ItemBlock@7d7ee15b at id 30, original id requested: 30
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:web 30 net.minecraft.item.ItemBlock@7d7ee15b (req. id 30)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockHay@96166fc for ItemBlock net.minecraft.item.ItemBlock@14fd5dbb at id 170, original id requested: 170
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:hay_block 170 net.minecraft.item.ItemBlock@14fd5dbb (req. id 170)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockStairs@473bb93a for ItemBlock net.minecraft.item.ItemBlock@614aac1 at id 136, original id requested: 136
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:jungle_stairs 136 net.minecraft.item.ItemBlock@614aac1 (req. id 136)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockStairs@2eb36c7e for ItemBlock net.minecraft.item.ItemBlock@36d66805 at id 114, original id requested: 114
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:nether_brick_stairs 114 net.minecraft.item.ItemBlock@36d66805 (req. id 114)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockPressurePlate@1fcc4bdf for ItemBlock net.minecraft.item.ItemBlock@36473c63 at id 70, original id requested: 70
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:stone_pressure_plate 70 net.minecraft.item.ItemBlock@36473c63 (req. id 70)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockButtonWood@70938cc for ItemBlock net.minecraft.item.ItemBlock@7ecda36b at id 143, original id requested: 143
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:wooden_button 143 net.minecraft.item.ItemBlock@7ecda36b (req. id 143)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockStoneSlab@566a6bb8 for ItemBlock net.minecraft.item.ItemSlab@1df69162 at id 43, original id requested: 43
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:double_stone_slab 43 net.minecraft.item.ItemSlab@1df69162 (req. id 43)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockOre@3b71de0d for ItemBlock net.minecraft.item.ItemBlock@26c2c84c at id 14, original id requested: 14
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:gold_ore 14 net.minecraft.item.ItemBlock@26c2c84c (req. id 14)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockTNT@3e04e1e4 for ItemBlock net.minecraft.item.ItemBlock@3dec0975 at id 46, original id requested: 46
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:tnt 46 net.minecraft.item.ItemBlock@3dec0975 (req. id 46)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockHopper@601364b6 for ItemBlock net.minecraft.item.ItemBlock@53610015 at id 154, original id requested: 154
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:hopper 154 net.minecraft.item.ItemBlock@53610015 (req. id 154)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockStoneSlab@64c6295a for ItemBlock net.minecraft.item.ItemSlab@54c8d77 at id 44, original id requested: 44
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:stone_slab 44 net.minecraft.item.ItemSlab@54c8d77 (req. id 44)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockPotato@367dd4d9 for ItemBlock net.minecraft.item.ItemBlock@64db8258 at id 142, original id requested: 142
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:potatoes 142 net.minecraft.item.ItemBlock@64db8258 (req. id 142)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockOre@1f54362f for ItemBlock net.minecraft.item.ItemBlock@74a9323 at id 129, original id requested: 129
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:emerald_ore 129 net.minecraft.item.ItemBlock@74a9323 (req. id 129)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockMushroom@43b71a61 for ItemBlock net.minecraft.item.ItemBlock@3101e292 at id 39, original id requested: 39
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:brown_mushroom 39 net.minecraft.item.ItemBlock@3101e292 (req. id 39)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockOldLeaf@4d387c8b for ItemBlock net.minecraft.item.ItemLeaves@69f77a1c at id 18, original id requested: 18
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:leaves 18 net.minecraft.item.ItemLeaves@69f77a1c (req. id 18)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockTripWireHook@7bc230bf for ItemBlock net.minecraft.item.ItemBlock@7671fa9d at id 131, original id requested: 131
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:tripwire_hook 131 net.minecraft.item.ItemBlock@7671fa9d (req. id 131)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockFlower@608902da for ItemBlock net.minecraft.item.ItemMultiTexture@34fc962b at id 37, original id requested: 37
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:yellow_flower 37 net.minecraft.item.ItemMultiTexture@34fc962b (req. id 37)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockRailPowered@6695c13b for ItemBlock net.minecraft.item.ItemBlock@32e6fc3a at id 157, original id requested: 157
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:activator_rail 157 net.minecraft.item.ItemBlock@32e6fc3a (req. id 157)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockRedstoneTorch@52f2cc2d for ItemBlock net.minecraft.item.ItemBlock@5ab95df1 at id 76, original id requested: 76
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:redstone_torch 76 net.minecraft.item.ItemBlock@5ab95df1 (req. id 76)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockWoodSlab@3154c18c for ItemBlock net.minecraft.item.ItemSlab@3fc6a7bf at id 125, original id requested: 125
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:double_wooden_slab 125 net.minecraft.item.ItemSlab@3fc6a7bf (req. id 125)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockTrapDoor@7fc514a7 for ItemBlock net.minecraft.item.ItemBlock@b2f0d4f at id 96, original id requested: 96
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:trapdoor 96 net.minecraft.item.ItemBlock@b2f0d4f (req. id 96)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockNewLeaf@620cf0b4 for ItemBlock net.minecraft.item.ItemLeaves@3e12c345 at id 161, original id requested: 161
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:leaves2 161 net.minecraft.item.ItemLeaves@3e12c345 (req. id 161)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockFarmland@5ed5a9e3 for ItemBlock net.minecraft.item.ItemBlock@41d206d9 at id 60, original id requested: 60
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:farmland 60 net.minecraft.item.ItemBlock@41d206d9 (req. id 60)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockStaticLiquid@b1430d5 for ItemBlock net.minecraft.item.ItemBlock@43bfb251 at id 9, original id requested: 9
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:water 9 net.minecraft.item.ItemBlock@43bfb251 (req. id 9)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockRailPowered@3f32f5c for ItemBlock net.minecraft.item.ItemBlock@5e540696 at id 27, original id requested: 27
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:golden_rail 27 net.minecraft.item.ItemBlock@5e540696 (req. id 27)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockGlowstone@26f5c589 for ItemBlock net.minecraft.item.ItemBlock@5e7c923b at id 89, original id requested: 89
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:glowstone 89 net.minecraft.item.ItemBlock@5e7c923b (req. id 89)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockCarpet@7db983fb for ItemBlock net.minecraft.item.ItemCloth@44648ff3 at id 171, original id requested: 171
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:carpet 171 net.minecraft.item.ItemCloth@44648ff3 (req. id 171)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockFence@67156949 for ItemBlock net.minecraft.item.ItemBlock@2626bd99 at id 113, original id requested: 113
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:nether_brick_fence 113 net.minecraft.item.ItemBlock@2626bd99 (req. id 113)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockPumpkin@75302bb6 for ItemBlock net.minecraft.item.ItemBlock@39699b60 at id 86, original id requested: 86
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:pumpkin 86 net.minecraft.item.ItemBlock@39699b60 (req. id 86)
[12:09:57] [main/DEBUG] [FML/]: Found matching Block net.minecraft.block.BlockWood@e6c0e78 for ItemBlock net.minecraft.item.ItemMultiTexture@4457d912 at id 5, original id requested: 5
[12:09:57] [main/TRACE] [FML/]: Registry add: minecraft:planks 5 net.minecraft.item.ItemMultiTexture@4457d912 (req. id 5)
